id_club;nombre;dias;longitud_reserva;momento_dia;costo;numero_canchas
BOG01;Locos x Padel;S-F;HORA;TARDE;100000;8
BOG01;Locos x Padel;S-F;HORA;TARDE;100000;8
BOG01;Locos x Padel;S-F;HORA;NOCHE;100000;8
BOG01;Locos x Padel;S-F;HORA;NOCHE;100000;8
BOG01;Locos x Padel;S-F;HORA;NOCHE;100000;8
BOG01;Locos x Padel;S-F;HORA;NOCHE;100000;8
BOG01;Locos x Padel;S-F;HORA;NOCHE;48000;8
BOG01;Locos x Padel;S-F;HORA Y MEDIA;MANANA;200000;8
BOG01;Locos x Padel;S-F;HORA Y MEDIA;MANANA;200000;8
BOG01;Locos x Padel;S-F;HORA Y MEDIA;MANANA;200000;8
BOG01;Locos x Padel;S-F;HORA Y MEDIA;MANANA;100000;8
BOG02;Padel Point;L-V;HORA;MANANA;60000;5
BOG02;Padel Point;L-V;HORA;MANANA;60000;5
BOG02;Padel Point;L-V;HORA;MANANA;60000;5
BOG02;Padel Point;L-V;HORA;TARDE;60000;5
BOG02;Padel Point;L-V;HORA;TARDE;60000;5
BOG02;Padel Point;L-V;HORA;TARDE;60000;5
BOG02;Padel Point;L-V;HORA;TARDE;60000;5
BOG02;Padel Point;L-V;HORA Y MEDIA;MANANA;80000;5
BOG02;Padel Point;L-V;HORA Y MEDIA;MANANA;80000;5
BOG02;Padel Point;L-V;HORA Y MEDIA;TARDE;80000;5
BOG02;Padel Point;L-V;HORA Y MEDIA;NOCHE;160000;5
BOG02;Padel Point;L-V;HORA Y MEDIA;NOCHE;160000;5
BOG02;Padel Point;L-V;HORA Y MEDIA;NOCHE;160000;5
BOG02;Padel Point;L-V;HORA Y MEDIA;NOCHE;100000;5
BOG02;Padel Point;S-F;HORA;TARDE;70000;5
BOG02;Padel Point;S-F;HORA;TARDE;70000;5
BOG02;Padel Point;S-F;HORA;TARDE;70000;5
BOG02;Padel Point;S-F;HORA;TARDE;70000;5
BOG02;Padel Point;S-F;HORA;TARDE;70000;5
BOG02;Padel Point;S-F;HORA;TARDE;70000;5
BOG02;Padel Point;S-F;HORA;NOCHE;70000;5
BOG02;Padel Point;S-F;HORA;NOCHE;70000;5
BOG02;Padel Point;S-F;HORA;NOCHE;70000;5
BOG02;Padel Point;S-F;HORA;NOCHE;70000;5
BOG02;Padel Point;S-F;HORA Y MEDIA;MANANA;100000;5
BOG02;Padel Point;S-F;HORA Y MEDIA;MANANA;150000;5
BOG02;Padel Point;S-F;HORA Y MEDIA;MANANA;150000;5
BOG02;Padel Point;S-F;HORA Y MEDIA;MANANA;150000;5
BOG02;Padel Point;S-F;HORA Y MEDIA;NOCHE;80000;5
BOG03;Padel Shot;L-V;HORA;MANANA;100000;4
BOG03;Padel Shot;L-V;HORA;MANANA;100000;4
BOG03;Padel Shot;L-V;HORA;MANANA;80000;4
BOG03;Padel Shot;L-V;HORA;MANANA;80000;4
BOG03;Padel Shot;L-V;HORA;MANANA;80000;4
BOG03;Padel Shot;L-V;HORA;MANANA;80000;4
BOG03;Padel Shot;L-V;HORA;TARDE;80000;4
BOG03;Padel Shot;L-V;HORA;TARDE;100000;4
BOG03;Padel Shot;L-V;HORA;TARDE;80000;4
BOG03;Padel Shot;L-V;HORA;TARDE;80000;4
BOG03;Padel Shot;L-V;HORA;TARDE;80000;4
BOG03;Padel Shot;L-V;HORA;TARDE;80000;4
BOG03;Padel Shot;L-V;HORA;NOCHE;100000;4
BOG03;Padel Shot;L-V;HORA;NOCHE;100000;4
BOG03;Padel Shot;L-V;HORA;NOCHE;100000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;MANANA;100000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;MANANA;130000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;MANANA;100000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;MANANA;100000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;TARDE;100000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;TARDE;100000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;TARDE;100000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;TARDE;130000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;NOCHE;190000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;NOCHE;190000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;NOCHE;100000;4
BOG03;Padel Shot;L-V;HORA Y MEDIA;NOCHE;190000;4
BOG03;Padel Shot;S-F;HORA;MANANA;100000;4
BOG03;Padel Shot;S-F;HORA;MANANA;100000;4
BOG03;Padel Shot;S-F;HORA;MANANA;100000;4
BOG03;Padel Shot;S-F;HORA;MANANA;100000;4
BOG03;Padel Shot;S-F;HORA;MANANA;100000;4
BOG03;Padel Shot;S-F;HORA;MANANA;100000;4
BOG03;Padel Shot;S-F;HORA;TARDE;100000;4
BOG03;Padel Shot;S-F;HORA;TARDE;100000;4
BOG03;Padel Shot;S-F;HORA;TARDE;100000;4
BOG03;Padel Shot;S-F;HORA;TARDE;100000;4
BOG03;Padel Shot;S-F;HORA;TARDE;100000;4
BOG03;Padel Shot;S-F;HORA;TARDE;100000;4
BOG03;Padel Shot;S-F;HORA;NOCHE;100000;4
BOG03;Padel Shot;S-F;HORA;NOCHE;100000;4
BOG03;Padel Shot;S-F;HORA;NOCHE;100000;4
BOG03;Padel Shot;S-F;HORA;NOCHE;100000;4
BOG03;Padel Shot;S-F;HORA;NOCHE;100000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;MANANA;190000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;MANANA;100000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;MANANA;190000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;MANANA;190000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;TARDE;130000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;TARDE;130000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;TARDE;190000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;TARDE;130000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;NOCHE;130000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;NOCHE;130000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;NOCHE;130000;4
BOG03;Padel Shot;S-F;HORA Y MEDIA;NOCHE;130000;4
BOG04;Capital Padel Club;L-V;HORA;MANANA;80000;3
BOG04;Capital Padel Club;L-V;HORA;MANANA;80000;3
BOG04;Capital Padel Club;L-V;HORA;MANANA;80000;3
BOG04;Capital Padel Club;L-V;HORA;MANANA;80000;3
BOG04;Capital Padel Club;L-V;HORA;MANANA;80000;3
BOG04;Capital Padel Club;L-V;HORA;MANANA;80000;3
BOG04;Capital Padel Club;L-V;HORA;TARDE;60000;3
BOG04;Capital Padel Club;L-V;HORA;TARDE;60000;3
BOG04;Capital Padel Club;L-V;HORA;TARDE;80000;3
BOG04;Capital Padel Club;L-V;HORA Y MEDIA;TARDE;100000;3
BOG04;Capital Padel Club;L-V;HORA Y MEDIA;TARDE;100000;3
BOG04;Capital Padel Club;L-V;HORA Y MEDIA;NOCHE;190000;3
BOG04;Capital Padel Club;L-V;HORA Y MEDIA;NOCHE;100000;3
BOG04;Capital Padel Club;L-V;HORA Y MEDIA;NOCHE;190000;3
BOG04;Capital Padel Club;L-V;HORA Y MEDIA;NOCHE;120000;3
BOG04;Capital Padel Club;S-F;HORA;TARDE;100000;3
BOG04;Capital Padel Club;S-F;HORA;TARDE;100000;3
BOG04;Capital Padel Club;S-F;HORA;TARDE;100000;3
BOG04;Capital Padel Club;S-F;HORA;TARDE;100000;3
BOG04;Capital Padel Club;S-F;HORA;TARDE;100000;3
BOG04;Capital Padel Club;S-F;HORA;TARDE;100000;3
BOG04;Capital Padel Club;S-F;HORA;NOCHE;100000;3
BOG04;Capital Padel Club;S-F;HORA;NOCHE;100000;3
BOG04;Capital Padel Club;S-F;HORA;NOCHE;100000;3
BOG04;Capital Padel Club;S-F;HORA;NOCHE;100000;3
BOG04;Capital Padel Club;S-F;HORA;NOCHE;100000;3
BOG04;Capital Padel Club;S-F;HORA Y MEDIA;MANANA;190000;3
BOG04;Capital Padel Club;S-F;HORA Y MEDIA;MANANA;190000;3
BOG04;Capital Padel Club;S-F;HORA Y MEDIA;MANANA;100000;3
BOG04;Capital Padel Club;S-F;HORA Y MEDIA;MANANA;190000;3
BOG05;Bogota Padel Center;L-V;HORA;MANANA;60000;4
BOG05;Bogota Padel Center;L-V;HORA;MANANA;60000;4
BOG05;Bogota Padel Center;L-V;HORA;MANANA;60000;4
BOG05;Bogota Padel Center;L-V;HORA;MANANA;60000;4
BOG05;Bogota Padel Center;L-V;HORA;MANANA;60000;4
BOG05;Bogota Padel Center;L-V;HORA;TARDE;60000;4
BOG05;Bogota Padel Center;L-V;HORA;TARDE;60000;4
BOG05;Bogota Padel Center;L-V;HORA;TARDE;60000;4
BOG05;Bogota Padel Center;L-V;HORA;TARDE;60000;4
BOG05;Bogota Padel Center;L-V;HORA;TARDE;60000;4
BOG05;Bogota Padel Center;L-V;HORA;TARDE;60000;4
BOG05;Bogota Padel Center;L-V;HORA Y MEDIA;NOCHE;170000;4
BOG05;Bogota Padel Center;L-V;HORA Y MEDIA;NOCHE;100000;4
BOG05;Bogota Padel Center;L-V;HORA Y MEDIA;NOCHE;170000;4
BOG05;Bogota Padel Center;L-V;HORA Y MEDIA;NOCHE;170000;4
BOG05;Bogota Padel Center;S-F;HORA;TARDE;80000;4
BOG05;Bogota Padel Center;S-F;HORA;TARDE;80000;4
BOG05;Bogota Padel Center;S-F;HORA;TARDE;80000;4
BOG05;Bogota Padel Center;S-F;HORA;TARDE;80000;4
BOG05;Bogota Padel Center;S-F;HORA;TARDE;80000;4
BOG05;Bogota Padel Center;S-F;HORA;NOCHE;80000;4
BOG05;Bogota Padel Center;S-F;HORA;NOCHE;80000;4
BOG05;Bogota Padel Center;S-F;HORA;NOCHE;80000;4
BOG05;Bogota Padel Center;S-F;HORA;NOCHE;80000;4
BOG05;Bogota Padel Center;S-F;HORA;NOCHE;80000;4
BOG05;Bogota Padel Center;S-F;HORA Y MEDIA;MANANA;120000;4
BOG05;Bogota Padel Center;S-F;HORA Y MEDIA;MANANA;140000;4
BOG05;Bogota Padel Center;S-F;HORA Y MEDIA;MANANA;140000;4
BOG05;Bogota Padel Center;S-F;HORA Y MEDIA;MANANA;140000;4
BOG06;Swing Padel Club;L-V;HORA;MANANA;90000;4
BOG06;Swing Padel Club;L-V;HORA;MANANA;90000;4
BOG06;Swing Padel Club;L-V;HORA;MANANA;120000;4
BOG06;Swing Padel Club;L-V;HORA;MANANA;90000;4
BOG06;Swing Padel Club;L-V;HORA;MANANA;90000;4
BOG06;Swing Padel Club;L-V;HORA;MANANA;90000;4
BOG06;Swing Padel Club;L-V;HORA;TARDE;110000;4
BOG06;Swing Padel Club;L-V;HORA;TARDE;110000;4
BOG06;Swing Padel Club;L-V;HORA;TARDE;110000;4
BOG06;Swing Padel Club;L-V;HORA;TARDE;110000;4
BOG06;Swing Padel Club;L-V;HORA;TARDE;110000;4
BOG06;Swing Padel Club;L-V;HORA;TARDE;110000;4
BOG06;Swing Padel Club;L-V;HORA Y MEDIA;NOCHE;110000;4
BOG06;Swing Padel Club;L-V;HORA Y MEDIA;NOCHE;220000;4
BOG06;Swing Padel Club;L-V;HORA Y MEDIA;NOCHE;220000;4
BOG06;Swing Padel Club;L-V;HORA Y MEDIA;NOCHE;220000;4
BOG06;Swing Padel Club;S-F;HORA;TARDE;110000;4
BOG06;Swing Padel Club;S-F;HORA;TARDE;110000;4
BOG06;Swing Padel Club;S-F;HORA;TARDE;110000;4
BOG06;Swing Padel Club;S-F;HORA;TARDE;110000;4
BOG06;Swing Padel Club;S-F;HORA;TARDE;110000;4
BOG06;Swing Padel Club;S-F;HORA;TARDE;110000;4
BOG06;Swing Padel Club;S-F;HORA;NOCHE;110000;4
BOG06;Swing Padel Club;S-F;HORA;NOCHE;110000;4
BOG06;Swing Padel Club;S-F;HORA;NOCHE;110000;4
BOG06;Swing Padel Club;S-F;HORA;NOCHE;110000;4
BOG06;Swing Padel Club;S-F;HORA;NOCHE;110000;4
BOG06;Swing Padel Club;S-F;HORA;NOCHE;110000;4
BOG06;Swing Padel Club;S-F;HORA Y MEDIA;MANANA;220000;4
BOG06;Swing Padel Club;S-F;HORA Y MEDIA;MANANA;220000;4
BOG06;Swing Padel Club;S-F;HORA Y MEDIA;MANANA;220000;4
BOG06;Swing Padel Club;S-F;HORA Y MEDIA;MANANA;110000;4
BOG07;Pro Padel Zone;L-V;HORA;MANANA;90000;2
BOG07;Pro Padel Zone;L-V;HORA;MANANA;60000;2
BOG07;Pro Padel Zone;L-V;HORA;MANANA;60000;2
BOG07;Pro Padel Zone;L-V;HORA;MANANA;60000;2
BOG07;Pro Padel Zone;L-V;HORA;MANANA;60000;2
BOG07;Pro Padel Zone;L-V;HORA;MANANA;90000;2
BOG07;Pro Padel Zone;L-V;HORA;TARDE;60000;2
BOG07;Pro Padel Zone;L-V;HORA Y MEDIA;TARDE;90000;2
BOG07;Pro Padel Zone;L-V;HORA Y MEDIA;TARDE;90000;2
BOG07;Pro Padel Zone;L-V;HORA Y MEDIA;TARDE;90000;2
BOG07;Pro Padel Zone;L-V;HORA Y MEDIA;NOCHE;190000;2
BOG07;Pro Padel Zone;L-V;HORA Y MEDIA;NOCHE;190000;2
BOG07;Pro Padel Zone;L-V;HORA Y MEDIA;NOCHE;190000;2
BOG07;Pro Padel Zone;L-V;HORA Y MEDIA;NOCHE;120000;2
BOG07;Pro Padel Zone;S-F;HORA;TARDE;90000;2
BOG07;Pro Padel Zone;S-F;HORA;TARDE;90000;2
BOG07;Pro Padel Zone;S-F;HORA;TARDE;90000;2
BOG07;Pro Padel Zone;S-F;HORA;TARDE;90000;2
BOG07;Pro Padel Zone;S-F;HORA;NOCHE;90000;2
BOG07;Pro Padel Zone;S-F;HORA;NOCHE;90000;2
BOG07;Pro Padel Zone;S-F;HORA;NOCHE;90000;2
BOG07;Pro Padel Zone;S-F;HORA;NOCHE;90000;2
BOG07;Pro Padel Zone;S-F;HORA;NOCHE;90000;2
BOG07;Pro Padel Zone;S-F;HORA Y MEDIA;MANANA;190000;2
BOG07;Pro Padel Zone;S-F;HORA Y MEDIA;MANANA;190000;2
BOG07;Pro Padel Zone;S-F;HORA Y MEDIA;MANANA;190000;2
BOG08;Azotea Padel;L-V;HORA;MANANA;60000;1
BOG08;Azotea Padel;L-V;HORA;MANANA;60000;1
BOG08;Azotea Padel;L-V;HORA;MANANA;60000;1
BOG08;Azotea Padel;L-V;HORA;MANANA;60000;1
BOG08;Azotea Padel;L-V;HORA;MANANA;60000;1
BOG08;Azotea Padel;L-V;HORA;MANANA;60000;1
BOG08;Azotea Padel;L-V;HORA;MANANA;60000;1
BOG08;Azotea Padel;L-V;HORA Y MEDIA;TARDE;80000;1
BOG08;Azotea Padel;L-V;HORA Y MEDIA;TARDE;80000;1
BOG08;Azotea Padel;L-V;HORA Y MEDIA;TARDE;99000;1
BOG08;Azotea Padel;L-V;HORA Y MEDIA;TARDE;80000;1
BOG08;Azotea Padel;L-V;HORA Y MEDIA;NOCHE;175000;1
BOG08;Azotea Padel;L-V;HORA Y MEDIA;NOCHE;175000;1
BOG08;Azotea Padel;L-V;HORA Y MEDIA;NOCHE;175000;1
BOG08;Azotea Padel;L-V;HORA Y MEDIA;NOCHE;99000;1
BOG08;Azotea Padel;S-F;HORA;TARDE;80000;1
BOG08;Azotea Padel;S-F;HORA;TARDE;80000;1
BOG08;Azotea Padel;S-F;HORA;TARDE;80000;1
BOG08;Azotea Padel;S-F;HORA;TARDE;80000;1
BOG08;Azotea Padel;S-F;HORA;TARDE;80000;1
BOG08;Azotea Padel;S-F;HORA;TARDE;80000;1
BOG08;Azotea Padel;S-F;HORA;NOCHE;80000;1
BOG08;Azotea Padel;S-F;HORA;NOCHE;80000;1
BOG08;Azotea Padel;S-F;HORA;NOCHE;80000;1
BOG08;Azotea Padel;S-F;HORA;NOCHE;80000;1
BOG08;Azotea Padel;S-F;HORA Y MEDIA;MANANA;157500;1
BOG08;Azotea Padel;S-F;HORA Y MEDIA;MANANA;80000;1
BOG08;Azotea Padel;S-F;HORA Y MEDIA;MANANA;157500;1
BOG08;Azotea Padel;S-F;HORA Y MEDIA;MANANA;157500;1
BOG08;Azotea Padel;S-F;HORA Y MEDIA;NOCHE;99000;1
BOG09;El Parche Padel Club;L-V;HORA;MANANA;80000;3
BOG09;El Parche Padel Club;L-V;HORA;MANANA;60000;3
BOG09;El Parche Padel Club;L-V;HORA;MANANA;80000;3
BOG09;El Parche Padel Club;L-V;HORA;MANANA;60000;3
BOG09;El Parche Padel Club;L-V;HORA;MANANA;60000;3
BOG09;El Parche Padel Club;L-V;HORA;MANANA;60000;3
BOG09;El Parche Padel Club;L-V;HORA;TARDE;60000;3
BOG09;El Parche Padel Club;L-V;HORA;TARDE;60000;3
BOG09;El Parche Padel Club;L-V;HORA;TARDE;60000;3
BOG09;El Parche Padel Club;L-V;HORA;TARDE;60000;3
BOG09;El Parche Padel Club;L-V;HORA;TARDE;60000;3
BOG09;El Parche Padel Club;L-V;HORA;TARDE;60000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;MANANA;90000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;MANANA;90000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;MANANA;120000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;MANANA;100000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;TARDE;90000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;TARDE;90000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;TARDE;90000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;TARDE;90000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;NOCHE;170000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;NOCHE;170000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;NOCHE;170000;3
BOG09;El Parche Padel Club;L-V;HORA Y MEDIA;NOCHE;100000;3
BOG09;El Parche Padel Club;S-F;HORA;MANANA;120000;3
BOG09;El Parche Padel Club;S-F;HORA;MANANA;120000;3
BOG09;El Parche Padel Club;S-F;HORA;MANANA;80000;3
BOG09;El Parche Padel Club;S-F;HORA;MANANA;120000;3
BOG09;El Parche Padel Club;S-F;HORA;MANANA;120000;3
BOG09;El Parche Padel Club;S-F;HORA;MANANA;120000;3
BOG09;El Parche Padel Club;S-F;HORA;TARDE;80000;3
BOG09;El Parche Padel Club;S-F;HORA;TARDE;80000;3
BOG09;El Parche Padel Club;S-F;HORA;TARDE;80000;3
BOG09;El Parche Padel Club;S-F;HORA;TARDE;80000;3
BOG09;El Parche Padel Club;S-F;HORA;TARDE;80000;3
BOG09;El Parche Padel Club;S-F;HORA;TARDE;120000;3
BOG09;El Parche Padel Club;S-F;HORA;NOCHE;80000;3
BOG09;El Parche Padel Club;S-F;HORA;NOCHE;80000;3
BOG09;El Parche Padel Club;S-F;HORA;NOCHE;80000;3
BOG09;El Parche Padel Club;S-F;HORA;NOCHE;80000;3
BOG09;El Parche Padel Club;S-F;HORA;NOCHE;80000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;MANANA;180000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;MANANA;180000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;MANANA;180000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;MANANA;140000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;TARDE;120000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;TARDE;160000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;TARDE;120000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;TARDE;120000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;NOCHE;120000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;NOCHE;120000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;NOCHE;120000;3
BOG09;El Parche Padel Club;S-F;HORA Y MEDIA;NOCHE;120000;3
BOG10;Bogota Padel Club;L-V;HORA;MANANA;80000;1
BOG10;Bogota Padel Club;L-V;HORA;MANANA;100000;1
BOG10;Bogota Padel Club;L-V;HORA;MANANA;80000;1
BOG10;Bogota Padel Club;L-V;HORA;MANANA;80000;1
BOG10;Bogota Padel Club;L-V;HORA;MANANA;80000;1
BOG10;Bogota Padel Club;L-V;HORA;TARDE;80000;1
BOG10;Bogota Padel Club;L-V;HORA;TARDE;80000;1
BOG10;Bogota Padel Club;L-V;HORA;TARDE;80000;1
BOG10;Bogota Padel Club;L-V;HORA Y MEDIA;NOCHE;220000;1
BOG10;Bogota Padel Club;L-V;HORA Y MEDIA;NOCHE;220000;1
BOG10;Bogota Padel Club;L-V;HORA Y MEDIA;NOCHE;220000;1
BOG10;Bogota Padel Club;S-F;HORA;TARDE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;TARDE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;TARDE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;TARDE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;TARDE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;NOCHE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;NOCHE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;NOCHE;100000;1
BOG10;Bogota Padel Club;S-F;HORA;NOCHE;100000;1
BOG10;Bogota Padel Club;S-F;HORA Y MEDIA;MANANA;220000;1
BOG10;Bogota Padel Club;S-F;HORA Y MEDIA;MANANA;220000;1
BOG10;Bogota Padel Club;S-F;HORA Y MEDIA;MANANA;220000;1
BOG10;Bogota Padel Club;S-F;HORA Y MEDIA;MANANA;120000;1
BOG11;Padel Mania;L-V;HORA;MANANA;60000;1
BOG11;Padel Mania;L-V;HORA;MANANA;80000;1
BOG11;Padel Mania;L-V;HORA;MANANA;60000;1
BOG11;Padel Mania;L-V;HORA;MANANA;60000;1
BOG11;Padel Mania;L-V;HORA;MANANA;60000;1
BOG11;Padel Mania;L-V;HORA;MANANA;80000;1
BOG11;Padel Mania;L-V;HORA;TARDE;100000;1
BOG11;Padel Mania;L-V;HORA;TARDE;50000;1
BOG11;Padel Mania;L-V;HORA;TARDE;50000;1
BOG11;Padel Mania;L-V;HORA;NOCHE;80000;1
BOG11;Padel Mania;L-V;HORA Y MEDIA;TARDE;80000;1
BOG11;Padel Mania;L-V;HORA Y MEDIA;TARDE;90000;1
BOG11;Padel Mania;L-V;HORA Y MEDIA;NOCHE;150000;1
BOG11;Padel Mania;L-V;HORA Y MEDIA;NOCHE;180000;1
BOG11;Padel Mania;L-V;HORA Y MEDIA;NOCHE;180000;1
BOG11;Padel Mania;S-F;HORA;MANANA;100000;1
BOG11;Padel Mania;S-F;HORA;MANANA;80000;1
BOG11;Padel Mania;S-F;HORA;MANANA;90000;1
BOG11;Padel Mania;S-F;HORA;MANANA;90000;1
BOG11;Padel Mania;S-F;HORA;MANANA;100000;1
BOG11;Padel Mania;S-F;HORA;MANANA;100000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;TARDE;80000;1
BOG11;Padel Mania;S-F;HORA;NOCHE;80000;1
BOG11;Padel Mania;S-F;HORA;NOCHE;80000;1
BOG11;Padel Mania;S-F;HORA;NOCHE;80000;1
BOG11;Padel Mania;S-F;HORA;NOCHE;60000;1
BOG11;Padel Mania;S-F;HORA;NOCHE;60000;1
BOG12;Top Padel Bogota;L-V;HORA;MANANA;80000;2
BOG12;Top Padel Bogota;L-V;HORA;MANANA;80000;2
BOG12;Top Padel Bogota;L-V;HORA;MANANA;60000;2
BOG12;Top Padel Bogota;L-V;HORA;MANANA;60000;2
BOG12;Top Padel Bogota;L-V;HORA;MANANA;60000;2
BOG12;Top Padel Bogota;L-V;HORA;MANANA;60000;2
BOG12;Top Padel Bogota;L-V;HORA;TARDE;60000;2
BOG12;Top Padel Bogota;L-V;HORA;NOCHE;60000;2
BOG12;Top Padel Bogota;L-V;HORA Y MEDIA;TARDE;80000;2
BOG12;Top Padel Bogota;L-V;HORA Y MEDIA;TARDE;80000;2
BOG12;Top Padel Bogota;L-V;HORA Y MEDIA;TARDE;80000;2
